CustomerID,LoanAmount,GeoAccuracy,LeadResponseTime,LeadSource,TransactionHistory,BehavioralScore,LeadConversion,DisbursalAmount,InquiryTime,ProductType,ChannelType,NeedsPhysicalVerification,FastResponse
1500,468738,0.885345985,40,Referral,46,0.075950035,0,458902,1/17/2024 1:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1501,431758,0.632006423,46,Branch,46,0.370954191,1,358123,1/22/2024 15:00,ConsumerDurables,MainBranch,TRUE,FALSE
1502,377299,0.502699271,54,Online,2,0.305665687,0,828,1/4/2024 5:00,ConsumerDurables,MainBranch,TRUE,FALSE
1503,236240,0.834252451,41,Referral,6,0.156642379,1,424165,1/26/2024 18:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1504,102487,0.986313302,25,Online,48,0.515449302,0,485711,1/2/2024 15:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1505,442092,0.803413282,56,Referral,41,0.970181413,1,483006,1/26/2024 16:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1506,324486,0.559960929,17,Online,15,0.160696639,1,172306,1/28/2024 16:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1507,352950,0.660366546,38,Online,47,0.250591464,0,225994,1/14/2024 5:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1508,360914,0.933820807,36,Online,12,0.462103022,0,435403,1/24/2024 17:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1509,128623,0.616284037,36,Online,41,0.640840753,1,91363,1/14/2024 14:00,PersonalLoan,MainBranch,TRUE,FALSE
1510,415321,0.803847952,19,Online,48,0.600249991,1,457996,1/18/2024 7:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1511,443170,0.701335604,44,Branch,32,0.521199279,1,457601,1/25/2024 22:00,ConsumerDurables,MainBranch,TRUE,FALSE
1512,387773,0.603921861,57,Branch,6,0.737268214,1,175282,1/8/2024 5:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1513,433137,0.906703447,2,Referral,27,0.845945559,0,89930,1/15/2024 22:00,PersonalLoan,LocalSpoke,FALSE,TRUE
1514,233675,0.871415638,17,Branch,47,0.998966907,0,483584,1/28/2024 17:00,PersonalLoan,MainBranch,FALSE,FALSE
1515,439088,0.830795533,30,Online,13,0.46551055,1,33448,1/1/2024 6:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1516,263046,0.618168295,47,Branch,23,0.994956621,0,270217,1/24/2024 15:00,ConsumerDurables,MainBranch,TRUE,FALSE
1517,155947,0.548928501,10,Branch,10,0.73049941,0,343554,1/19/2024 1:00,PersonalLoan,MainBranch,TRUE,TRUE
1518,338543,0.788079665,35,Online,14,0.657341751,0,472071,1/18/2024 20:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1519,178177,0.776838917,52,Branch,3,0.639683066,0,383311,1/25/2024 3:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1520,266454,0.594192505,36,Online,12,0.910744295,0,257955,1/13/2024 11:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1521,159575,0.528123347,54,Branch,25,0.947934306,0,9834,1/13/2024 19:00,PersonalLoan,MainBranch,TRUE,FALSE
1522,423048,0.540354227,33,Online,1,0.178493328,0,52263,1/28/2024 9:00,PersonalLoan,MainBranch,TRUE,FALSE
1523,257606,0.996385493,1,Referral,32,0.493423841,0,412582,1/17/2024 6:00,ConsumerDurables,MainBranch,FALSE,TRUE
1524,498322,0.891791947,18,Branch,24,0.94144985,1,5075,1/12/2024 13:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1525,342822,0.960993738,4,Referral,48,0.382112831,1,294318,1/7/2024 12:00,ConsumerDurables,LocalSpoke,FALSE,TRUE
1526,126218,0.597527361,55,Online,42,0.232676536,0,310134,1/16/2024 13:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1527,113230,0.980284268,54,Online,9,0.102653178,0,79547,1/7/2024 23:00,PersonalLoan,MainBranch,FALSE,FALSE
1528,295756,0.571327176,47,Referral,1,0.597217604,1,255751,1/19/2024 3:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1529,386199,0.754540914,27,Online,42,0.70027283,0,252233,1/16/2024 9:00,PersonalLoan,MainBranch,TRUE,FALSE
1530,499589,0.914847842,25,Online,39,0.195547986,0,393458,1/8/2024 0:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1531,212552,0.674901677,55,Online,10,0.673638113,0,161956,1/25/2024 8:00,PersonalLoan,MainBranch,TRUE,FALSE
1532,384402,0.712414267,28,Online,44,0.899619192,0,283582,1/22/2024 7:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1533,89986,0.564092555,53,Online,43,0.243579454,0,16863,1/16/2024 18:00,PersonalLoan,MainBranch,TRUE,FALSE
1534,205232,0.56146094,22,Online,41,0.121999896,1,325914,1/4/2024 4:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1535,397739,0.809784112,42,Online,30,0.835423973,0,398430,1/24/2024 16:00,PersonalLoan,MainBranch,FALSE,FALSE
1536,151358,0.837766184,25,Online,5,0.916446436,0,195714,1/5/2024 2:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1537,377073,0.888666257,17,Referral,4,0.214861942,0,168870,1/7/2024 18:00,ConsumerDurables,MainBranch,FALSE,FALSE
1538,123506,0.778341026,59,Branch,45,0.721380549,1,451333,1/12/2024 10:00,PersonalLoan,MainBranch,TRUE,FALSE
1539,84911,0.822879646,57,Online,8,0.590919463,1,303312,1/17/2024 12:00,PersonalLoan,MainBranch,FALSE,FALSE
1540,399271,0.506758636,54,Referral,16,0.239196453,0,402953,1/15/2024 7:00,PersonalLoan,MainBranch,TRUE,FALSE
1541,475037,0.581085364,44,Online,1,0.823657689,0,286676,1/2/2024 1:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1542,256111,0.992457383,52,Branch,49,0.470437415,0,405404,1/3/2024 7:00,ConsumerDurables,MainBranch,FALSE,FALSE
1543,425597,0.537996753,12,Online,15,0.700333874,0,93843,1/23/2024 14:00,ConsumerDurables,MainBranch,TRUE,TRUE
1544,134458,0.839394111,16,Referral,24,0.30142283,0,65358,1/2/2024 5:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1545,62175,0.588041317,37,Referral,15,0.8157816,1,346689,1/23/2024 7:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1546,431379,0.858359293,16,Branch,6,0.264285959,0,426464,1/26/2024 7:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1547,366915,0.852995201,17,Online,2,0.364787243,1,499211,1/7/2024 13:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1548,439301,0.61709953,55,Referral,5,0.391469192,1,312844,1/6/2024 0:00,PersonalLoan,MainBranch,TRUE,FALSE
1549,171300,0.6348172,31,Branch,39,0.206426839,0,287723,1/7/2024 9:00,ConsumerDurables,MainBranch,TRUE,FALSE
1550,136925,0.827385357,15,Branch,41,0.874369422,0,29035,1/4/2024 9:00,PersonalLoan,LocalSpoke,FALSE,TRUE
1551,294446,0.695043019,13,Online,34,0.11348784,0,125350,1/16/2024 0:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1552,116358,0.597273985,40,Referral,39,0.563129065,0,362406,1/13/2024 21:00,PersonalLoan,MainBranch,TRUE,FALSE
1553,460543,0.865839799,27,Online,32,0.814150849,0,34405,1/14/2024 19:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1554,97057,0.577073762,21,Online,29,0.580904943,0,478892,1/12/2024 12:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1555,318294,0.927821832,2,Online,29,0.326896495,0,428244,1/17/2024 22:00,ConsumerDurables,LocalSpoke,FALSE,TRUE
1556,316569,0.757334762,8,Referral,24,0.78135506,0,279720,1/6/2024 5:00,PersonalLoan,MainBranch,TRUE,TRUE
1557,304726,0.552850302,42,Branch,46,0.499177389,1,484559,1/12/2024 19:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1558,328176,0.847036167,7,Online,31,0.16301285,1,2017,1/27/2024 11:00,ConsumerDurables,MainBranch,FALSE,TRUE
1559,52198,0.75958152,10,Online,24,0.316863275,1,63322,1/25/2024 16:00,ConsumerDurables,MainBranch,TRUE,TRUE
1560,234466,0.649028786,57,Referral,15,0.591939818,1,276029,1/19/2024 10:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1561,463295,0.71126969,4,Online,12,0.658776513,0,383874,1/8/2024 12:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1562,217292,0.649168872,43,Branch,20,0.548132091,0,115208,1/7/2024 17:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1563,485090,0.631512918,41,Online,4,0.272009436,1,283563,1/20/2024 19:00,PersonalLoan,MainBranch,TRUE,FALSE
1564,194931,0.58180421,36,Branch,13,0.59375264,1,48764,1/16/2024 0:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1565,493676,0.681383567,35,Online,41,0.332451533,0,177825,1/22/2024 19:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1566,212491,0.625493603,43,Online,44,0.224921075,0,303122,1/6/2024 9:00,ConsumerDurables,MainBranch,TRUE,FALSE
1567,431009,0.841717244,3,Online,10,0.945528659,0,320997,1/12/2024 16:00,ConsumerDurables,MainBranch,FALSE,TRUE
1568,451921,0.841938371,58,Branch,41,0.314873403,1,292697,1/27/2024 12:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1569,486096,0.750920121,18,Online,23,0.335620455,1,179286,1/19/2024 19:00,PersonalLoan,MainBranch,TRUE,FALSE
1570,310910,0.888972264,58,Online,7,0.896776455,1,234001,1/29/2024 11:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1571,73236,0.92066986,51,Online,12,0.142692975,0,428268,1/6/2024 13:00,PersonalLoan,MainBranch,FALSE,FALSE
1572,137955,0.789883229,46,Branch,48,0.584594873,0,359597,1/23/2024 22:00,PersonalLoan,MainBranch,TRUE,FALSE
1573,266586,0.809467581,56,Online,15,0.783710635,0,329831,1/29/2024 17:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1574,153145,0.641442955,43,Referral,7,0.273665436,0,17320,1/20/2024 16:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1575,196430,0.9474346,24,Branch,8,0.844081061,1,49388,1/1/2024 4:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1576,280785,0.512103022,32,Referral,7,0.769648979,0,341629,1/24/2024 13:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1577,144914,0.674301235,34,Online,43,0.486094067,0,358960,1/4/2024 9:00,PersonalLoan,MainBranch,TRUE,FALSE
1578,415014,0.860900211,59,Branch,4,0.118715705,1,363621,1/10/2024 4:00,ConsumerDurables,MainBranch,FALSE,FALSE
1579,257990,0.540044755,2,Branch,7,0.97010716,0,313267,1/26/2024 5:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1580,428387,0.591584764,2,Online,45,0.624230224,1,486985,1/3/2024 20:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1581,64596,0.794642864,10,Referral,41,0.517098404,0,160938,1/22/2024 13:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1582,476788,0.779996836,23,Branch,30,0.885449585,1,441481,1/30/2024 21:00,ConsumerDurables,MainBranch,TRUE,FALSE
1583,182351,0.869464148,15,Branch,18,0.42135621,1,127572,1/22/2024 23:00,PersonalLoan,MainBranch,FALSE,TRUE
1584,244269,0.90630632,54,Branch,30,0.563641351,0,290469,1/24/2024 19:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1585,423640,0.564289789,12,Branch,7,0.858412988,0,325669,1/6/2024 21:00,PersonalLoan,MainBranch,TRUE,TRUE
1586,442417,0.509190495,43,Branch,48,0.392972183,0,9134,1/21/2024 23:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1587,188155,0.84481926,17,Online,23,0.77239158,0,459142,1/15/2024 20:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1588,170674,0.650695898,18,Branch,37,0.256137773,0,199416,1/9/2024 13:00,ConsumerDurables,MainBranch,TRUE,FALSE
1589,432451,0.812991957,14,Referral,7,0.702365102,1,69387,1/2/2024 15:00,ConsumerDurables,MainBranch,FALSE,TRUE
1590,307529,0.575272294,17,Branch,38,0.510434864,0,255795,1/22/2024 16:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1591,290469,0.734520023,15,Online,29,0.164906796,0,143976,1/26/2024 2:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1592,460987,0.752212373,12,Online,34,0.13600746,0,47520,1/21/2024 19:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1593,473191,0.792538908,59,Referral,39,0.457688207,1,152536,1/30/2024 10:00,PersonalLoan,MainBranch,TRUE,FALSE
1594,488864,0.756585008,16,Branch,41,0.710847109,1,208731,1/9/2024 9:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1595,306713,0.747845385,32,Referral,45,0.603295989,0,332823,1/2/2024 23:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1596,491501,0.666367077,23,Referral,49,0.854725029,0,177438,1/19/2024 16:00,PersonalLoan,MainBranch,TRUE,FALSE
1597,69063,0.535590118,38,Referral,49,0.389661649,0,212049,1/22/2024 5:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1598,117642,0.544760098,34,Referral,47,0.843642139,0,287998,1/12/2024 1:00,ConsumerDurables,MainBranch,TRUE,FALSE
1599,140093,0.716889137,34,Branch,18,0.037028455,0,325142,1/11/2024 4:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1600,267215,0.677896564,16,Online,47,0.365804617,0,436550,1/11/2024 21:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1601,480815,0.758067402,34,Online,43,0.072983059,1,335345,1/14/2024 5:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1602,232992,0.652419085,40,Branch,25,0.919244171,0,440903,1/23/2024 14:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1603,209601,0.843955046,7,Referral,27,0.475312177,1,33397,1/15/2024 14:00,ConsumerDurables,MainBranch,FALSE,TRUE
1604,85954,0.931977411,33,Branch,27,0.316156445,0,348558,1/2/2024 9:00,PersonalLoan,MainBranch,FALSE,FALSE
1605,77856,0.649431594,4,Referral,12,0.492487705,1,273957,1/21/2024 7:00,PersonalLoan,MainBranch,TRUE,TRUE
1606,52573,0.596492004,43,Referral,23,0.532846075,1,188571,1/15/2024 12:00,PersonalLoan,MainBranch,TRUE,FALSE
1607,85367,0.558090287,52,Branch,17,0.846232472,1,497498,1/19/2024 13:00,PersonalLoan,MainBranch,TRUE,FALSE
1608,287804,0.80812702,7,Branch,44,0.542427736,1,312446,1/20/2024 13:00,PersonalLoan,MainBranch,FALSE,TRUE
1609,411752,0.721927996,18,Referral,7,0.431381423,0,461803,1/13/2024 5:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1610,372918,0.594007859,4,Referral,24,0.961354447,0,400302,1/9/2024 18:00,ConsumerDurables,MainBranch,TRUE,TRUE
1611,73752,0.826568367,49,Referral,7,0.968558138,1,7735,1/6/2024 14:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1612,367173,0.574241592,11,Referral,29,0.038416784,1,221166,1/24/2024 23:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1613,198757,0.777150353,43,Branch,28,0.706845757,0,270972,1/16/2024 18:00,ConsumerDurables,MainBranch,TRUE,FALSE
1614,442426,0.763574191,20,Online,23,0.371758066,1,344937,1/14/2024 20:00,ConsumerDurables,MainBranch,TRUE,FALSE
1615,363837,0.867113901,11,Online,10,0.67519967,0,418701,1/17/2024 3:00,PersonalLoan,MainBranch,FALSE,TRUE
1616,166739,0.52755482,15,Referral,16,0.636922394,0,49172,1/12/2024 12:00,PersonalLoan,MainBranch,TRUE,TRUE
1617,368105,0.943936466,46,Online,43,0.330104513,0,54797,1/25/2024 13:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1618,288009,0.851495863,17,Online,48,0.986658723,0,5360,1/29/2024 3:00,ConsumerDurables,MainBranch,FALSE,FALSE
1619,306028,0.608062999,34,Online,34,0.357109454,0,186474,1/21/2024 17:00,ConsumerDurables,MainBranch,TRUE,FALSE
1620,257980,0.591702674,50,Online,25,0.631981589,1,212549,1/17/2024 6:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1621,306609,0.715830107,48,Online,2,0.813386406,0,185035,1/4/2024 4:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1622,438822,0.908782665,12,Online,5,0.145464981,0,221723,1/18/2024 10:00,ConsumerDurables,MainBranch,FALSE,TRUE
1623,386676,0.921474997,42,Referral,14,0.300568391,1,253808,1/16/2024 20:00,PersonalLoan,MainBranch,FALSE,FALSE
1624,394138,0.760228046,28,Referral,31,0.198972719,1,472284,1/29/2024 16:00,PersonalLoan,MainBranch,TRUE,FALSE
1625,368277,0.930405431,48,Referral,40,0.781822425,0,445348,1/26/2024 8:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1626,373412,0.502721855,35,Branch,6,0.801208542,0,464485,1/16/2024 16:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1627,481459,0.517587316,8,Online,28,0.255943861,1,211010,1/6/2024 18:00,PersonalLoan,MainBranch,TRUE,TRUE
1628,238456,0.955910797,27,Online,9,0.004130189,0,420475,1/11/2024 2:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1629,81653,0.887665965,22,Branch,6,0.423350494,0,403232,1/21/2024 13:00,ConsumerDurables,MainBranch,FALSE,FALSE
1630,207729,0.725353029,54,Online,17,0.687137614,1,426225,1/15/2024 22:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1631,483168,0.876805066,57,Referral,40,0.62250218,0,347117,1/11/2024 10:00,ConsumerDurables,MainBranch,FALSE,FALSE
1632,465396,0.977819731,24,Referral,35,0.445699791,0,405003,1/12/2024 13:00,PersonalLoan,MainBranch,FALSE,FALSE
1633,278504,0.886044762,2,Branch,12,0.301941637,0,82315,1/8/2024 2:00,PersonalLoan,MainBranch,FALSE,TRUE
1634,171829,0.921185667,31,Referral,45,0.474387342,0,120010,1/8/2024 10:00,ConsumerDurables,MainBranch,FALSE,FALSE
1635,178377,0.880303291,22,Branch,18,0.01510281,1,495835,1/21/2024 15:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1636,51622,0.584105546,1,Referral,43,0.073870619,0,211634,1/29/2024 16:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1637,98756,0.916787055,14,Online,34,0.162676791,0,233890,1/16/2024 17:00,PersonalLoan,MainBranch,FALSE,TRUE
1638,90809,0.59755441,25,Referral,46,0.625405357,1,232673,1/21/2024 13:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1639,66725,0.946305664,36,Branch,1,0.218799211,0,103637,1/16/2024 15:00,PersonalLoan,MainBranch,FALSE,FALSE
1640,242468,0.729324949,36,Online,15,0.423378919,0,248166,1/12/2024 13:00,ConsumerDurables,MainBranch,TRUE,FALSE
1641,101226,0.838488376,41,Branch,18,0.621410841,0,270836,1/14/2024 22:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1642,131182,0.748620424,3,Online,22,0.830576807,0,265686,1/1/2024 17:00,PersonalLoan,MainBranch,TRUE,TRUE
1643,79402,0.546995465,5,Online,18,0.54965652,0,335627,1/13/2024 11:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1644,54263,0.645361154,1,Referral,49,0.177126504,0,177170,1/5/2024 12:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1645,277595,0.991865927,54,Referral,1,0.951739525,0,294202,1/2/2024 7:00,ConsumerDurables,MainBranch,FALSE,FALSE
1646,227900,0.980357376,19,Online,46,0.09001515,0,12148,1/19/2024 9:00,PersonalLoan,MainBranch,FALSE,FALSE
1647,97924,0.660243449,33,Referral,20,0.367119291,1,437004,1/3/2024 7:00,PersonalLoan,MainBranch,TRUE,FALSE
1648,386326,0.998148402,42,Referral,48,0.921323941,0,45731,1/4/2024 1:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1649,274137,0.922775598,54,Branch,36,0.602333464,0,231637,1/22/2024 16:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1650,454880,0.80547975,30,Referral,38,0.662652261,0,362987,1/19/2024 14:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1651,347881,0.52006231,12,Online,25,0.301692645,0,8413,1/21/2024 11:00,ConsumerDurables,MainBranch,TRUE,TRUE
1652,413476,0.950723415,10,Referral,16,0.078538555,0,362371,1/26/2024 0:00,PersonalLoan,MainBranch,FALSE,TRUE
1653,401707,0.77871464,34,Online,20,0.365760978,0,481548,1/6/2024 11:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1654,210445,0.934238076,16,Online,38,0.402157357,1,476243,1/10/2024 21:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1655,217469,0.91721456,40,Branch,47,0.270272362,0,266982,1/15/2024 19:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1656,440719,0.916503108,46,Online,33,0.215485391,0,55173,1/11/2024 9:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1657,151371,0.84908693,29,Online,7,0.355508707,1,34859,1/2/2024 17:00,ConsumerDurables,MainBranch,FALSE,FALSE
1658,88709,0.645707569,15,Branch,23,0.639416877,0,493131,1/10/2024 14:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1659,242192,0.668080129,48,Online,11,0.949034747,1,201679,1/29/2024 9:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1660,200322,0.654234606,11,Branch,33,0.703780737,0,429932,1/4/2024 17:00,PersonalLoan,MainBranch,TRUE,TRUE
1661,71172,0.510023,44,Online,40,0.779603085,0,57168,1/17/2024 19:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1662,61555,0.791284455,34,Referral,46,0.30606697,0,425863,1/8/2024 22:00,PersonalLoan,MainBranch,TRUE,FALSE
1663,103276,0.849416835,36,Branch,5,0.104692483,0,475296,1/16/2024 20:00,ConsumerDurables,MainBranch,FALSE,FALSE
1664,107492,0.926932997,30,Branch,45,0.291513545,0,455403,1/6/2024 6:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1665,234074,0.570082717,35,Online,47,0.402654211,0,140664,1/27/2024 20:00,ConsumerDurables,MainBranch,TRUE,FALSE
1666,306010,0.772091574,9,Branch,41,0.689881346,0,430387,1/16/2024 16:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1667,401743,0.50400407,18,Online,8,0.939358567,0,128870,1/24/2024 22:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1668,272320,0.547546824,19,Branch,17,0.809292514,0,28788,1/10/2024 23:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1669,467978,0.527105872,39,Branch,18,0.266400286,0,229323,1/19/2024 10:00,ConsumerDurables,MainBranch,TRUE,FALSE
1670,61046,0.862739017,4,Referral,27,0.820300681,0,144985,1/2/2024 13:00,ConsumerDurables,MainBranch,FALSE,TRUE
1671,278071,0.540529782,6,Online,31,0.411746775,0,346450,1/29/2024 3:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1672,428165,0.858226491,51,Referral,4,0.175438819,0,190220,1/23/2024 21:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1673,471985,0.624812352,33,Branch,2,0.461253489,0,426871,1/12/2024 14:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1674,234374,0.93885648,32,Online,5,0.563220545,0,163581,1/7/2024 6:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1675,466366,0.906574994,16,Referral,17,0.763405109,0,169609,1/24/2024 17:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1676,316997,0.978915109,11,Branch,39,0.349896492,0,22433,1/29/2024 15:00,PersonalLoan,MainBranch,FALSE,TRUE
1677,170900,0.941881008,22,Referral,32,0.146779321,1,210526,1/17/2024 5:00,ConsumerDurables,MainBranch,FALSE,FALSE
1678,465008,0.96666471,36,Branch,29,0.094353547,0,436890,1/16/2024 2:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1679,109129,0.929371198,50,Branch,16,0.112445983,1,144313,1/8/2024 5:00,ConsumerDurables,LocalSpoke,FALSE,FALSE
1680,287091,0.84669095,23,Online,1,0.95002342,0,325314,1/6/2024 22:00,ConsumerDurables,MainBranch,FALSE,FALSE
1681,255550,0.585129576,26,Online,12,0.951751255,0,345003,1/11/2024 16:00,ConsumerDurables,MainBranch,TRUE,FALSE
1682,294883,0.635853759,31,Online,19,0.968756445,0,437572,1/5/2024 3:00,PersonalLoan,MainBranch,TRUE,FALSE
1683,164130,0.606363483,29,Branch,9,0.302488869,0,324612,1/21/2024 6:00,PersonalLoan,MainBranch,TRUE,FALSE
1684,475203,0.801792894,5,Referral,48,0.191614421,0,85412,1/15/2024 11:00,PersonalLoan,MainBranch,FALSE,TRUE
1685,196922,0.751809969,54,Online,7,0.980914473,1,358470,1/30/2024 17:00,ConsumerDurables,MainBranch,TRUE,FALSE
1686,455328,0.933539999,38,Online,30,0.98826409,0,100455,1/23/2024 16:00,ConsumerDurables,MainBranch,FALSE,FALSE
1687,171789,0.976336433,25,Online,15,0.078350442,0,352311,1/16/2024 5:00,ConsumerDurables,MainBranch,FALSE,FALSE
1688,205130,0.702429945,34,Online,44,0.7525281,0,123898,1/7/2024 7:00,PersonalLoan,MainBranch,TRUE,FALSE
1689,226492,0.753175277,12,Branch,4,0.288663961,0,337202,1/25/2024 5:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1690,88890,0.985758178,22,Referral,6,0.909298744,1,260919,1/28/2024 5:00,ConsumerDurables,MainBranch,FALSE,FALSE
1691,116017,0.638119471,9,Branch,38,0.089225016,0,319983,1/11/2024 5:00,PersonalLoan,LocalSpoke,TRUE,TRUE
1692,228376,0.896195388,20,Branch,47,0.888577736,0,191657,1/4/2024 23:00,PersonalLoan,MainBranch,FALSE,FALSE
1693,213993,0.612619951,29,Branch,35,0.002621266,0,197772,1/15/2024 2:00,ConsumerDurables,MainBranch,TRUE,FALSE
1694,182596,0.840730058,44,Online,2,0.521977873,0,233505,1/19/2024 21:00,PersonalLoan,MainBranch,FALSE,FALSE
1695,150424,0.626807814,29,Referral,5,0.335563848,0,267619,1/4/2024 11:00,PersonalLoan,LocalSpoke,TRUE,FALSE
1696,327192,0.941866694,45,Branch,8,0.427333754,0,423329,1/20/2024 16:00,PersonalLoan,MainBranch,FALSE,FALSE
1697,478327,0.780738972,27,Branch,30,0.433784571,1,303156,1/6/2024 4:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1698,218976,0.59296682,54,Branch,48,0.653603159,0,461826,1/15/2024 3:00,ConsumerDurables,MainBranch,TRUE,FALSE
1699,367056,0.612184588,55,Online,19,0.023097123,0,328009,1/7/2024 21:00,PersonalLoan,MainBranch,TRUE,FALSE
1700,84008,0.746924598,17,Online,30,0.691364108,0,360185,1/28/2024 2:00,ConsumerDurables,LocalSpoke,TRUE,FALSE
1701,443276,0.980801013,5,Branch,31,0.022198129,0,368234,1/22/2024 4:00,PersonalLoan,MainBranch,FALSE,TRUE
1702,255738,0.884821082,52,Online,16,0.18527376,0,409186,1/19/2024 14:00,PersonalLoan,LocalSpoke,FALSE,FALSE
1703,133559,0.744154821,45,Referral,38,0.606741652,0,471844,1/28/2024 23:00,PersonalLoan,MainBranch,TRUE,FALSE
1704,105337,0.668859572,13,Online,22,0.086437436,1,241331,1/18/2024 4:00,ConsumerDurables,LocalSpoke,TRUE,TRUE
1705,422760,0.774634247,42,Branch,33,0.990903659,0,263813,1/12/2024 21:00,PersonalLoan,MainBranch,TRUE,FALSE
1706,325494,0.874180417,15,Referral,22,0.784384088,1,172180,1/18/2024 4:00,PersonalLoan,MainBranch,FALSE,TRUE
